Num,Question,RelatedTags,Answer
397,"It's especially interesting that you mentioned Draconic Energy being latent through the universe, since (and IIRC you did play OR) so is Infinity Energy. Is it then the case that those are one and the same? [see question 396]","['Aura', 'Dragon type', 'Meta']","Infinity Energy is difficult. It gives me just enough that I can make some guesses and try to work it into my framework, but it’s a little frustrating that they have such little information on it in Gen VI and then proceed to never revisit it.

In Traveler, I’d envision Infinity energy as related to Aura, essentially the first steps of a more modern approach to understanding it."
398,On Ash’s team longevity. [see question 46] [see question 129],"['Age', 'Aron', 'Ash', 'Tangrowth', 'Torrent']",Torrent will most likely live for around two centuries. Tangrowth and Aron are biologically immortal. The rest are somewhere around human length.
399,"Do all dragons have that sort of longevity, or is it limited to the Kingdra line? [see question 398]","['Dragonite', 'Dragon type', 'Kingdra', 'Last War', 'Yari', 'Wataru Clan']",Dragonite can live up to two hundred. Elder Yari’s Dragonite just sustained massive damage in the Last War that cut her lifespan down dramatically.
400,"What happens to pokemon that outlive their trainer, like Torrent when Ash kicks the bucket?","['Age', 'Ash', 'League', 'Pokemon Behaviour', 'Torrent', 'Wild Pokemon']",Some choose to work with the League or remain with their trainer’s friends or families. Others go their own way and live out in the wild - these are often the ones the League likes to keep as contacts in the wild Pokémon community.
401,"Are psychic powers fueled by emotion, as well as the mind? Would a happy memory like ponded infernus be a fuel to make  psychics more powerful?","['Pokemon Behaviour', 'Psychic type']","Sort of! It’s a bit of a double-edged Sword. Emotions like anger can help provide brief spurts of focus - or let psychic output immense amounts of force as they ignore their own limits - but it also poses the risk of breaking their focus, which is instrumental in using psychic abilities. That brief surge of power is like running a sprint - a huge, quick output but a psychic will be exhausted afterward.

Ideally, a psychic retains a cool, detached mind. They won’t have surges, but it increases stamina and offers clarity. Stress, anxiety, and similar emotions can have serious negative effects on psychics, although some actually specialize in using heightened states of emotion to fuel their abilities. There are different techniques, but most favor clarity over passion."
402,"When champions spar, like Lance and Steven, do they use mega’s? Because it was stated that it took either 3-4 of Lances Pokémon to take down metagross, but is that normal meta or mega meta?","['Champion', 'Lance', 'Mega Evolution', 'Pokemon Battle', 'Steven']","Mega are only very rarely used in sparring! It happens, but the strength it gives a Champion-level pokemon makes them extremely dangerous. That kind of strength can’t be easily controlled."
403,On Cynthia vs Steven. [see question 220],"['Cynthia', 'Metagross', 'Pokemon Battle', 'Spiritomb', 'Steven']","Cynthia and Steven’s fights can go either way. Steven kind of hard counters her by forcing her to expend two or three of her valuable teammates just to bring down Metagross, but she’s great at outmaneuvering the others...not that they aren’t extremely powerful themselves.

Spiritomb is such a glaring hole in Metagross’ OP armor that Steven has a few plans on how to handle it."
404,What would you say is the difference between steel types' armour?,"['Pokemon Behaviour', 'Pokemon Biology', 'Steel type']",Basically their genes just result in the production of different alloys in their armor. Diet and environment also plays a part.
405,Hasn’t Spiritomb also been mentioned to gradually getting weaker or calmer overtime by Cynthia?,"['Cynthia', 'Pokemon Battle', 'Spiritomb']","Yep, Spiritomb is gradually growing weaker as it loses the hatred and malice that fuel it and replaces it with more positive emotions. That said, it can learn to use the new abilities it gains with the new emotions if it’s creative enough...which, with Cynthia as its trainer, it surely is.

It’s losing raw offensive power, but that’s not the only aspect of a fight."
406,On Metagross vs. Tyranitar.,"['Metagross', 'Pokemon Battle', 'Tyranitar']","As for Metagross vs. Tyranitar, that honestly comes down to training. In the wild, a lone average Metagross would lose to an average Tyranitar...but they would also probably avoid each other since nothing has anything to gain. Plus a Metagross is likely to have an entire colony backing them up.

When training and additional techniques are introduced it really comes down to the skill level. Trained Metagross are able to hit Tyranitar where it hurts, but so are Tyranitar against Metagross."
407,What is the justification for poison types being weak to psychics?,"['Muk', 'Poison type', 'Pokemon Biology', 'Psychic type']","I think I referred to it somewhere in the Conference maybe? Basically psychics are extremely good at pinpointing vulnerabilities and poison sacs with their abilities, which are extremely damaging if ruptured.

It does depend on the poison-type, but psychics tends to be effective against the majority. Muk will be vulnerable to piercing attacks like Psybeam, for example. The real strengths of a psychic is just how versatile they are."
408,How soon after the Conference did Greenfield happen?,"['Conference', 'Greenfield', 'Indigo']",Roughly three months after the Closing Ceremony!
409,How much bloodier was Orre in Traveler during the events of [Pokemon] XD?,"['Michael', 'Orre', 'Wes']","It was definitely at its worst in Colosseum. Wes brought a measure of peace to the region, but it was really just a breath of fresh air. XD was pretty bad, but things only went to Colosseum levels when Michael left [see question 222]."
410,"Do we know how the other regional champions in Traveler compare to the big three [Cynthia, Lance and Steven ]?","['Alder', 'Alola', 'Champion', 'Cynthia', 'Diantha', 'Drasna', 'Elite Four', 'Galar', 'Kalos', 'Lance', 'Last War', 'League', 'Leon', 'National League', 'Steven', 'Team Flare', 'Unova']","I’ll have to keep it a little briefer than I’d like, but I’ll be able to go into more detail this afternoon if you’d like!

One thing I’d like to clarify is that Unova and Kalos shifted to the National League’s system of Champion:Elite Four:Gym Leaders after the Last War. They had their own systems of governance beforehand, although some jumps had been made. The National League system just works really, really well in the Traveler world.

Unova: As of now, I’d say Alder is the weakest of the Champions. Still a monstrous opponent, but he lost important members of his team in the Last War. He’s universally loved in Unova, however, and his relations with his Elite Four are extremely close. He’s been a mentor to most, if not all, of them.

Kalos: Diantha is another extremely popular Champion, and quite powerful as well. Her diverse team makes her a force to be reckoned with, and she’s similar to Steven in that she’s a very powerful defensive trainer. The Kalos Elite Four is fairly close, but not quite as beloved by the people. All but Drasna (who is from Sinnoh) are from the old aristocracy and seen as somewhat aloof and disconnected. They get along well with Diantha, but the situation will get more and more complicated as Team Flare rises.

Alola: Doesn’t currently exist, although the calls for a League being implemented are rising.

Galar: Leon’s actually just a few years older than Ash at this point. Already making a name for himself in Galar, but Galar’s isolationist in Traveler and not much news gets out"
